dish,dish-href,more,more-href,description
"Indian Food Trail – Traditional Maharashtrian Veg & Non-Veg Thalis (Guest Post by Meera)","http://www.sailusfood.com/2008/09/18/indian-food-trail-traditional-maharashtrian-veg-non-veg-thalis-guest-post-by-meera/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","Recipe for Momâ€™s Masoor â€“ Paalak Amti (Spinach & Lentil Curry)"
"Masala Puri Chaat","http://www.sailusfood.com/2010/03/09/masala-puri-chaat/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/24/",""
"Bread Halwa – Indian Sweet","http://www.sailusfood.com/2006/09/14/bread-halwa-indian-sweet/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Main Ingredients:
	 bread"
"Aloo Dum","http://www.sailusfood.com/2010/07/14/aloo-dum/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/20/","Among the many versions of Aloo Dum, today’s recipe is a favorite in our home. Cute round baby potatoes are slowly simmered in a yogurt based gravy this is subtly rich in flavor and spice but least bit heavy. Makes for a lip smacking side with rotis or flavored rice."
"Chepa Vepudu (Fish Fry)","http://www.sailusfood.com/2006/01/02/new-year%c2%b4s-dinner-recipe-photo-swap-chepa-vepudu-fish-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Clean fish. Apply the marinade to all the fish fillets and keep aside for 20 minutes."
"Fruity Channa Salad","http://www.sailusfood.com/2006/07/09/fruity-channa-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","I felt like eating something light and flavorful and this salad served the purpose. A plateful of this salad left me feeling refreshed with the comforting creamy texture of the boiled chick peas, crunchy  cucumbers, onions and fruits flavored with pepper and honey. Definitely a light, filling and tasty lunch that I have had in recent times."
"Ghee – An Ayurvedic Healing Food","http://www.sailusfood.com/2008/05/12/how-to-make-ghee-neyyi-an-ayurvedic-healing-food/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Guest blogger, Claudia Davila shares with us the healing properties of the glorious ghee and how to make ghee with organic butter in her second article on Ayurveda and Wellness."
"Ugadi Pachadi – Andhra Delicacy Reflecting Different Flavors Of Life","http://www.sailusfood.com/2006/03/30/ugadi-pachadi-andhra-delicacy-reflecting-different-flavors-of-life/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Today we are celebrating Ugadi, the Telugu New Year Day, which is the first festival of our Telugu calendar and the first big festival that comes after Sankranti."
"Chicken Curry (with Coconut Milk)","http://www.sailusfood.com/2011/12/05/chicken-curry-with-coconut-milk/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/",""
"Daawat-E-Hyderabad ~ Guest post by Mona","http://www.sailusfood.com/2009/09/21/daawat-e-hyderabad-guest-post-by-mona/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Method:"
"Happy Pongal & Suvastra","http://www.sailusfood.com/2008/01/14/happy-pongal-suvastra/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
"Perugu Garelu","http://www.sailusfood.com/2012/11/12/perugu-garelu-andhra-style-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Last year, as part of the Navratri special recipes, I blogged crispy Vada recipe (Garelu) that are light and fluffy on the inside with a crisp exterior. This Diwali, I have for you, dear readers, Andhra style Dahi Vada aka Perugu Garelu (Aavadalu). They differ from North Indian style Dahi Vada in terms of the tempering and the use of green chilies and ginger."
"Ulli Garelu – Lentil Dumplings","http://www.sailusfood.com/2006/02/25/ulli-garelu-medu-vadai-lentil-dumplings/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","No festive meal is complete without the classic dish ‘garelu’ or ‘garellu’ in most Andhra homes, be it for Sankranti, Ugadi, Ganesh Chaturthi or Diwali. Infact during Sankranti,our major harvest festival, on Kanumu day, the sons-in-law of the family are treated to delectable delicacies and one savory dish prepared is garellu served with meat curry,  sambar and coconut chutney."
"Steamed Whole Wheat Idlis – Goduma Rava Idli","http://www.sailusfood.com/2005/11/11/steamed-whole-wheat-idlis-goduma-rava-idli/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","This particular dish is made of broken wheat and is a very healthy dish especially when one is sick and needs strength and energy. A diabetic recipe since it is low fat and less calories. You can make it for breakfast on a weekend or dinner. :)"
"Indian Kitchen – Traditional Coffee Filter & Modern Coffee Maker","http://www.sailusfood.com/2005/12/11/indian-kitchen-traditional-coffee-filter-modern-coffee-maker/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Of course, today the traditional coffee filters have given way to the modern electronic coffee makers by reputed brands and are very useful too. We also use the modern coffee maker in our kitchen. We love our coffee, be it filter coffee or instant coffee."
"High Raw Food ~ Apple Broccoli Cucumber Salad","http://www.sailusfood.com/2009/12/21/high-raw-food-apple-broccoli-cucumber-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","Today’s ABC salad is visually vibrant, crunchy, with sweet and savory flavors. In other words, simply delicious. I particularly enjoyed the combination of apple, broccoli and walnuts. The slight crunch of parboiled broccoli, dressed in balsamic vinegar is remarkably good."
"Bachali Kura Pappu ~ Malabar Spinach Dal","http://www.sailusfood.com/2011/01/10/bachali-kura-pappu-malabar-spinach-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","1 In a pressure cooker, place dal, bachala kura, onions, green chilies, ginger and turmeric pwd. Add 2 cups of water and pressure cook up to 2 whistles. If cooking over stove top, cook till the dal is almost cooked.

2 Heat oil in a heavy bottomed vessel, add mustard seeds and as they jump around, add cumin seeds, urad dal, garlic, red chilies and curry leaves and stir fry for half a minute.

3 Add this to the pressure cooked dal along with salt and combine. Add tamarind paste with 1/2 cup of water and cook on slow to medium flame for 7-10 mts without lid or till you get the consistency of your choice.

4 Serve with white rice and a stir fry dish."
"Murri Mixture ~ Andhra Bhel Puri","http://www.sailusfood.com/2005/11/24/murri-mixture-andhra-bhel-puri/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","[3 cups puffed rice, 1 chopped onion, 1 chopped tomato, 1 chopped green chilli, 1/3 tsp chilli pwd (optional), 3 tbsp roasted peanuts, 2 tbsp boiled chick peas, 1 tbsp chopped coriander leaves,s alt to taste, 1 tbsp chopped mango ginger (optional) and 1 1/2 tsps lemon juice"
"Jhat Phat Sabzi – Capsicum Paneer","http://www.sailusfood.com/2010/05/30/jhat-phat-sabzi-capsicum-paneer/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Indo Chinese Food ~ Schezwan Vegetables","http://www.sailusfood.com/2010/01/31/indo-chinese-food-schezwan-vegetables/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Tex-Mex Baked Beans And Dumplings","http://www.sailusfood.com/2007/08/08/tex-mex-baked-beans-and-dumplings/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/",""
"Sambar","http://www.sailusfood.com/2009/10/29/sambar-recipe-spiced-lentil-vegetable-stew/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","1 Pressure cook dal with 2 cups of water and a pinch of hing. Once pressure cooked, mash, add 2 cups of water, shallots, bottle gourd pieces and turmeric pwd. Bring to a boil, reduce flame and cook for 8-9 mts on low to medium flame.

2 Once vegetables are half cooked, add the tamarind extract, salt and jaggery and bring to a boil. Reduce heat and let it simmer for 12-14 mts, till the rawness of the tamarind disappears.

3 Add the sambar pwd and combine well. Let it cook for another 6-7 mts.

4 Heat oil a separate pan, add the mustard seeds and let them splutter. Add hing and red chillis and roast for a few seconds. Donâ€™t burn them. Lastly add curry leaves and immediately add to sambar.

5 Turn off heat and place lid. Keep covered for at least an hour and garnish with fresh coriander leaves.

6 Serve with tiffins or hot steamed rice and appadam (papad)."
"Spring Onion Pakoda","http://www.sailusfood.com/2010/07/05/spring-onion-pakoda/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/20/","Main Ingredients:
	 besan  spring onions"
"Kodi Gudu Pulusu – Boiled Eggs In Tamarind Gravy","http://www.sailusfood.com/2006/01/07/kodi-gudu-pulusu-boiled-eggs-in-tamarind-gravy/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Pulusu in Telugu means ‘pulupu kura’ meaning sour curry. Tamarind pulp (Chintapandu) is the main ingredient in Andhra pulupu kurallu which gives the dish a tangy flavour. Jaggery or sugar is also used in some of the pulupu dishes which imparts a sweet and sour flavour to the dish. Andhra cuisine consists of at least one such gravy dish as part of a regular meal, ike Pappu (lentil) Pulusu, Menthi (Fenugreek) Pulusu, Pesara Pappu (Split yellow moong dal) Pulusu, Kaakarakaaya (bitter gourd) Pulusu, Bhendakaaya (Ladies finger) Pulusu, Chepa (fish) Pulusu. Any vegetable or meat cooked in a sweet and sour gravy is generally called “Pulusu”. Mind you, not all dishes call for jaggery or sugar. You can use most vegetables to prepare pulusu like lady’s finger, egg plants, gherkins, bitter gourd, bottle gourd. Well, the list can go on, the choice is yours."
"Quesadilla","http://www.sailusfood.com/2007/03/12/quesadilla/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","Over the weekend, I made some Mexican snacks – quesadillas, tacos, corn chips (nachos) with salsa and sour cream. Tacos and nachos are a regular at our home as Nehal enjoys them a lot. But I had never tried quesadilla and I’ve been wanting to prepare it at home, right from scratch and hence this attempt from a recipe I got from here on how to make flour tortillas."
"Masala Dosa – South Indian Breakfast/Tiffin","http://www.sailusfood.com/2005/11/19/masala-dosa-sourdough-crepe-wrapped-round-potato-curry-south-indian-tiffinsnack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","Masala dosa is a South Indian breakfast – tiffin made with fermented rice and dal (lentil) batter. If you want to eat Masala dosa on Sunday, for breakfast, you need to start masala dosa batter preparation on Saturday morning. The fillings or side is a traditional potato curry  placed in the center of the Masala dosa, wrapped and served hot."
"Eggless Chocolate Cake","http://www.sailusfood.com/2010/05/04/eggless-chocolate-cake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/22/","If you want to frost the cake follow this icing recipe – Sieve 1 cup icing sugar with 2 tsps cocoa pwd, slowly add little hot water till it forms a flowing consistency. Place cake on a plate and pour the icing all over the cake."
"Diwali Sweets ~ Teepi Gavvalu, Besan Laddu & Halwa Boorelu","http://www.sailusfood.com/2009/10/17/diwali-sweets-teepi-gavvalu-besan-laddu-halwa-boorelu/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Wishing all my dear readers, visitors and friends a happy and safe Deepavali!"
"Indian Food Trail – An essay on Konkani Cuisine – by Shilpa","http://www.sailusfood.com/2008/10/14/indian-food-trail-an-essay-on-konkani-cuisine-by-shilpa/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","Thanks a lot, Sailu, for giving me an opportunity to showcase my regional cuisine from North Canara – Konkani food."
"Vankaya Nuvvula Masala ~ Brinjals in Sesame Sauce","http://www.sailusfood.com/2011/09/18/vankaya-nuvvula-masala-brinjals-in-sesame-sauce/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/",""
"Punjabi Chole","http://www.sailusfood.com/2011/03/16/punjabi-chole/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/","One of my favorite Punjabi dishes is Amritsari Chole - a high protein classic recipe with heady flavors. I love the texture and combination of spices that go into its making. The addition of one of my favorite flavors, anardana, adds a tangy punch to the nuttiness of chickpeas."
"Baby Corn Manchurian","http://www.sailusfood.com/2010/06/16/baby-corn-manchurian/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Mocha Chocolate Chip Muffins","http://www.sailusfood.com/2010/12/09/mocha-chocolate-chip-muffins/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/18/",""
"Mango Lettuce Salad","http://www.sailusfood.com/2011/05/09/mango-lettuce-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","A salad I prepared recently is a mango based one with iceberg lettuce, cherry tomatoes and cucumber. I used honey mustard- mayonnaise vinaigrette which is simple yet flavorful."
"Bellam Maagaya – Sweet Grated Mango Pickle","http://www.sailusfood.com/2008/05/05/bellam-maagaya-teepi-maagai-sweet-grated-mango-pickle/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","At our home we prepare a sweet instant pickle with grated mango that needs to be refrigerated. Dried mango slices, chilli powder, methi powder and jaggery are the ingredients which go into its making. This recipe is more by way of ‘andaz’ with no fixed measurement of ingredients. If the mangoes are more sour, we just need to increase use of jaggery and vice versa. Makes a great accompaniment to curd rice and tiffins like upma. I also use it as a salad dressing by mixing with curd."
"Brown Rice Salad","http://www.sailusfood.com/2009/01/06/brown-rice-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/",""
"Lettuce Salad with Roasted Bell Peppers","http://www.sailusfood.com/2011/09/26/lettuce-salad-with-roasted-bell-peppers/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/","Lettuce salad is a favorite high raw food salad with Mango Lettuce Salad being my all time favorite. I tend to go the raw food way once in a while to detox the body. Detox foods or high raw food help to cleanse the system and its good to rest our system once every few days. Not to mention they also aid weight loss."
"Kothimira Pachadi – Cilantro Chutney","http://www.sailusfood.com/2005/12/22/kothimiri-pachadi-cilantro-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Ingredients:"
"Pineapple Upside Down Cake","http://www.sailusfood.com/2010/10/13/pineapple-upside-down-cake/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","1 Preheat oven to 175 C. Grease and flour a round baking pan. Prepare the topping by melting butter in a pan and add brown sugar. As the sugar melts and foams, cook on medium flame for a mt and pour into the baking pan. Over this sugar layer, place pineapple slices and in the center of each pineapple piece place a glazed cherry. Keep aside.

2 Sieve maida, baking pwd and salt in a bowl.

3 In another bowl, cream butter and sugar. Use a hand blender to make a smooth creamy mixture. Add the beaten egg and combine well. Add vanilla essence and combine.

4 Fold in the maida mixture little by little alternating with milk. Do not over beat, just fold the dry till there is not trace of any flour.

5 Pour batter over the fruit layer. Bake in preheated oven for 45 mts or till a toothpick inserted into the cake comes out clean. Place on a wire rack to cool, slice and serve at room temperature."
"Chukka Koora Pappu – Khatta Palak Dal","http://www.sailusfood.com/2008/02/18/chukka-koora-pappu-khatta-palak-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","Main Ingredients:
	 malabar spinach
	    	
	

				
		
		
		 Ingredients
		
						  1 small cup tur dal/red gram dal/kandi pappu

								  1 1/2 - 2 cups finely chopped chukka koora (adjust)

								  1 onion, chopped

								  1 tomato, chopped (optional)

								  big pinch turmeric pwd

								  2-3 green chillis, slit lengthwise

								  1/2 tsp chopped ginger

								  salt to taste

								  2 cups water

									For seasoning/poppu/tadka:

								  1 tsp mustard seeds

								  1/2 tsp cumin seeds

								  3-4 garlic cloves, crushed

								  2 dry red chillis, de-seed and tear

								  10-12 fresh curry leaves

								  2 tsps oil"
"Rasam","http://www.sailusfood.com/2009/11/03/rasam-spiced-tamarind-soup/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","1 In a pressure cooker, place a cup of tur dal, turmeric pwd, pinch of hing and 1  cup of water and pressure cook upto 3 whistles. If cooking over stove top, cook till the dal is soft. Mash dal and keep aside.

2 Heat a deep vessel, add 3 cups of water, mashed dal, chopped tomatoes, tamarind extract, salt, turmeric pwd, few fresh curry leaves, pinch of jaggery and rasam pwd and bring to a boil. Continue to boil for 2-3 mts.

3 Heat oil in a pan, add mustards seeds and as they splutter, add red chillis and curry leaves and stir fry for a few seconds. Add asafoetida and turn off heat.

4 Add this to the rasam and combine. Turn off heat and place lid. Garnish with coriander leaves and serve with white rice and appadams."
"Side gravy for Biryani","http://www.sailusfood.com/2010/07/20/side-gravy-for-biryani/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/20/","1 Heat oil in a heavy bottomed vessel, add cloves, cinnamon and cardamom and saute for a few secs. Add onions and fry till transparent. Add ginger-green chilli-garlic paste and saute for 3 mts. Add curry leaves, red chilli pwd, turmeric pwd, coriander pwd, cumin pwd and combine. Add the quartered tomatoes and fry for 4-5 mts.

2 Add the ground paste and cook for 5 mts, stirring so that it does not stick to the vessel.

3 Add 2 cups of water and salt and bring to a boil. Cook with lid on simmer till the gravy thickens. Add thick coconut milk and garam masala and mix. Turn off heat. Garnish with chopped coriander leaves. Turn off heat.

4 Serve with pulao, biryani, coconut rice or rotis."
"ARF #5 – Cauliflower Tomato Curry","http://www.sailusfood.com/2006/01/31/arf-5-cauliflower-tomato-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Todayâ€™s vegetarian recipe, which is also low in calories, is an antioxidant rich food with, cauliflower,tomato,turmeric and garlic ..all of which are high in antioxidant properties and also my entry for this week’s ARF 5 Day Tuesday #5.Cruciferous vegetables like cabbage, cauliflower and brussels sprouts contain a compound called indole-3-carbinol (I3C), a potent antioxidant that breaks down estrogen in the body, that reduce the risk of breast cancer and other estrogen-sensitive cancers, like cancer of the ovaries and cervix."
"Ugadi Pachadi – Andhra Delicacy Reflecting Different Flavors Of Life","http://www.sailusfood.com/2006/03/30/ugadi-pachadi-andhra-delicacy-reflecting-different-flavors-of-life/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Ugadi Pachadi is a special preparation prepared in every Andhra home on Telugu New Yearâ€™s day. Its made with fresh tamarind, jaggery(panela), fresh mangoes and neem flowers (margosa). One can add sugarcane, coconut and bananas also. The sweetness of jaggery, the sourness of tamarind, the bitterness of neemflower and the pungent flavor of the green mango skin, spice of the chilli powder ,raw tender mangoâ€™s taste and lastly salt form the shadhruchulu or six tastes of the saul."
"Basic White Bread","http://www.sailusfood.com/2008/06/27/basic-white-bread/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/32/","There is joy in bread making and it is not as difficult as I imagined it to be. It does take practice, good yeast and a lot of kneading to achieve a reasonably good loaf of bread. I'm satisfied at the outcome of my second attempt at bread making."
"Chamadumpala Pulusu ~ Arbi (Taro Root) Curry","http://www.sailusfood.com/2010/06/08/chamadumpala-pulusu-arbi-taro-root-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/",""
"Nuvullu Annam (Sesame Flavored Rice)","http://www.sailusfood.com/2006/03/08/nuvullu-annam-sesame-flavored-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/",""
"Summer Salads ~ Spicy Mango Salad","http://www.sailusfood.com/2007/05/28/summer-salads-spicy-mango-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","I served it chilled so that the flavors mingle well. An explosion of intense fresh flavors, both sweet and hot."
"Aloo Methi ~ Potato Fenugreek leaves stir fry","http://www.sailusfood.com/2009/12/15/aloo-methi-potato-fenugreek-leaves-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","1 Add big pinch salt + big pinch sugar and a cup of water to the methi leaves and let it rest for a few mts. Squeeze out the water from methi and keep aside.

2 Heat ghee or oil in a vessel, add the grated ginger and asafoetida and saute for a few secs. Add onions and saute for 3 mts. Add coriander pwd and red chilli pwd and combine. Add the chopped methi and spinach leaves and cook till wilted, approx 10-12 mts.

3 Add the cubed boiled potatoes and salt and combine. Cook for 9-10 mts. This is a dry saute dish.

4 Add garam masala pwd and combine well. On high flame saute for 2-3 mts, tossing the potatoes and turn off heat. Serve hot with rotis/paranthas or hot rice. (You can also add a dash of lemon juice to pep up the dish)"
"Gutti Dondakaya Masala Kura – Stuffed Tindora","http://www.sailusfood.com/2007/02/08/gutti-dondakaya-masala-kura-stuffed-tindora/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","Dondakaya happens to be one of my favorite vegetables and I just realised that I have blogged only one recipe of Tendli/Ivy Gourd, a stir-fry (vepudu). In Andhra, dondakaya being available all year round, this humble, rough vegetable is a regular with most kitchens concoting some wonderful recipes and transforming it into something exotic and delicious."
"Gutti Beerakaaya Kura – Stuffed Ridge Gourd Curry","http://www.sailusfood.com/2006/12/12/gutti-beerakaaya-kura-stuffed-ridge-gourd-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","Main Ingredients:
	 ridge gourd
	    	
	

				
		
		
		 Ingredients
		
						  1/2 kg ridge gourds (beerakaaya), peeled, cut into 2 inch pieces and make a + slit on top for stuffing

								  2 medium onions, sliced

								  4-5 dry red chillis, de-seeded

								  1 tbsp ginger-garlic paste

								  1 tbsp coriander seeds

								  1 tsp cumin seeds

								  3 tbsps sesame seeds (nuvvulu)

								  1 tbsp grated jaggery (optional)

								  salt to taste

								  small lemon sized tamarind ball

								  1 tbsp oil"
"Teepi Kakarakaya Pachadi ~ Sweet Bitter gourd Pickle","http://www.sailusfood.com/2010/09/20/teepi-kakarakaya-pachadi-sweet-bitter-gourd-pickle/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","Am back after much needed rest. Thank you dear readers for sending kind, heart warming wishes my way."
"Indian Food Trail ~ Mangalorean Cuisine (Part 1)","http://www.sailusfood.com/2012/08/28/indian-food-mangalore-recipes/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/14/","Mangalore, the coastal town of South Karnataka is situated where the river Nethravathi meets the Arabian Sea. This ‘meeting point’ or ‘Koodala’, as it is called in Kannada (one of the local languages of Mangalore) is believed to be the reason why Mangalore is also known as ‘Kudla’ amongst the local people. ‘Kodial’ is another local variation of the same name. Every Mangalorean is proud to be associated with one of India’s most beautiful coastal places. The virgin beaches and coconut groves easily remind one of Goa and Kerala – well Mangalore is similar because it lies along the same coast as these two States and has been bestowed abundantly with nature’s bounty. Those who come to Mangalore instantly fall in love with this place and adapt themselves to it in many ways, taking back with them its rich culture, heritage and cuisine."
"8 Healthy Summer Coolers","http://www.sailusfood.com/2008/05/15/8-healthy-summer-coolers/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","Menthi Majjiga

Ragi Drink

Vasantha Neer

Cucumber Cooler

Panakam



Other recipes:"
"No Grill Cheese Sandwich","http://www.sailusfood.com/2006/02/16/no-grill-cheese-sandwich/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/",""
"Gutti Kakarakaya ~ Stuffed Bitter gourds","http://www.sailusfood.com/2010/10/25/gutti-kakarakaya-stuffed-bitter-gourds/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","1 In a vessel, add 1/4 cup buttermilk, pinch of salt and 1/2 tsp turmeric pwd and combine. Place the partially slit whole bitter gourd in this mixture for 10-15 mts. Remove any trace of liquid off the bitter gourds. Keep aside. [Note: This process helps in removing bitterness of bitter gourd. You can skip the soaking in buttermilk process if you want.]

2 Prepare the stuffing by heating a tsp oil in a cooking vessel, add garlic and cinnamon stick and saute for a few seconds. Add the sliced onions and saute till rawness disappears. Approx 4 mts. Keep aside to cool.

3 Once cool, make a coarse paste. Remove the paste into bowl, add salt to taste, red chilli pwd, jaggery, coriander pwd, cumin pwd and methi pwd. Combine well and stuff the bitter gourds with this paste.

4 Add the remaining oil in a vessel, add curry leaves and toss them for a few seconds. Add the methi seeds and let them turn brown. Place the stuffed bitter gourds in the oil along with any left over stuffing and cook on medium high flame for 2 mts. Now, cover with lid and let them cook on medium low flame for 15 mts. Keep checking in between and stir fry to ensure they don’t burn or stick to the pan.

5 Add the tamarind extract along 1/4 cup of water. Reduce flame and place lid and cook over low flame for another 10-12 mts. The water content should reduce. Remove lid and cook over low flame and let the bitter gourds roast well and it appears like a dry saute (mudda kura). It should take about 8-10 mts for them to be well roasted. Turn off heat.

6 Serve with rice."
"Gutti Dondakaya Vepudu ~ Stuffed Tindora Fry","http://www.sailusfood.com/2010/04/07/gutti-dondakaya-vepudu-stuffed-tindora-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","1 Heat oil in a pan, add the red chillis and urad dal and allow the dal to turn red. Remove from pan and keep aside. Add peanuts and roast for 6 mts. Remove and keep aside. Add sesame seeds and coriander seeds and roast for 2 mts. Remove from pan. Cool and grind to a slightly coarse pwd with 1/4 tsp salt. Stuff the nipped dondakayalu with this stuffing and keep aside.

2 Heat oil in a vessel, add mustard seeds and let them pop, add the cumin seeds and saute for few secs. Add the curry leaves and saute for a few secs. Add the sliced onions and saute for 4 mts.

3 Add the stuffed tendli and the rest of the remaining stuffing. Place lid and cook on low heat. After 4-5 mts, turn the pieces so that they cook all over. Place lid and cook for another 15 mts.

4 After 4-5 mts, remove lid, add salt as required and turn the pieces so that they cook all over. Roast without lid till soft, approx another 10-12 mts.

5 Turn off heat and serve with hot steamed rice."
"Kaccha Kheema Kofta Curry – Meat Balls Curry","http://www.sailusfood.com/2006/08/18/kaccha-kheema-kofta-curry-meat-balls-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/",""
"Cabbage Fry ~ Cabbage Senagapappu Vepudu","http://www.sailusfood.com/2012/11/24/cabbage-fry-recipes-andhra/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Method for making Cabbage Fry ~ Cabbage Senagapappu Vepudu
			
																						In a vessel, add 1 1/2 cups of water, shredded cabbage, soaked chana dal, turmeric powder and pinch of salt and cook till cabbage is almost cooked. Drain any left over water and keep aside.

				
																							Heat oil in a kadai or cooking vessel. Once the oil is hot, add mustard seeds and allow to splutter. Add curry leaves and asafoetida and mix. Add the ground coconut-ginger-coriander leaves-green chili paste and cook for 3 mts.

				
																							Add the almost cooked cabbage and chana dal and mix.  Cook for 9-10 mts. Adjust salt.

				
																							Turn off heat, remove onto a serving bowl. Serve warm with rice, rasam and papad."
"How to make Sambar Powder","http://www.sailusfood.com/2009/10/27/how-to-make-sambar-powder/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","One such bookmarked recipe that I tried is sambar podi from Shri. Hemant Trivediâ€™s cookery website. Hemant ji (do not mistake him for the fashion designer who shares the same name) is a culinary expert on Indian cuisine, especially cuisines of South India and Gujarat. Do visit his website for some authentic, down-to-earth recipes that actually work. I have been following his stunning sambar podi recipe with great success and am happy to share it with you, dear readers."
"Shahi Tukda – 7th Blog Birthday","http://www.sailusfood.com/2012/11/08/shahi-tukda-diwali-sweets/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","To download the free recipes Ebook, you need to enter your name and email address in the form below. You will be taken to the download link of the Ebook ‘The Best of Sailu’s Kitchen’."
"High Raw Food ~ Peas, Paneer and Peanut Salad","http://www.sailusfood.com/2009/12/14/high-raw-food-peas-paneer-and-peanut-salad/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","Bring together 1 chopped apple, 1 peeled and chopped cucumber, fistful of boiled fresh green peas, 1 grated carrot, 1/4 cup paneer cubes (sauteed in a tsp of oil for 2-3 mts), salt and pepper to taste, 1/2 tbsp honey, 1 1/2 tbsps coarsely ground roasted peanuts. Toss well. Add any fruit of your choice."
"Methi-Matar Subzi","http://www.sailusfood.com/2008/02/07/methi-matar-subzi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
